fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,stop_gen_mean,stop_gen_std,stop_gen_min,stop_gen_max,generation,mean_fitness,mean_accuracy,mean_error,fitness_std,accuracy_std
softmax,top30,6,30,,,,,88,0.000272,64.35,30.159717,0.000000,7.43
softmax,top30,6,30,,,,,89,0.000272,64.71,30.194702,0.000000,7.50
softmax,top30,6,30,,,,,90,0.000272,64.25,30.186547,0.000000,7.31
softmax,top30,6,30,,,,,91,0.000272,64.73,30.184228,0.000000,7.21
softmax,top30,6,30,,,,,92,0.000272,64.55,30.207657,0.000000,6.82
softmax,top30,6,30,,,,,93,0.000272,64.60,30.222133,0.000000,7.00
softmax,top30,6,30,,,,,94,0.000272,64.72,30.231536,0.000000,6.38
softmax,top30,6,30,,,,,95,0.000272,65.18,30.246936,0.000000,6.68
softmax,top30,6,30,,,,,96,0.000272,65.28,30.241971,0.000000,6.71
softmax,top30,6,30,,,,,97,0.000272,65.26,30.243505,0.000000,6.90
softmax,top30,6,30,,,,,98,0.000272,65.45,30.264889,0.000000,7.27
softmax,top30,6,30,,,,,99,0.000272,65.56,30.254216,0.000000,7.67
softmax,top30,6,30,,,,,100,0.000272,65.48,30.274926,0.000000,6.95
softmax,top30,8,40,,,,,1,11.796741,50.47,22.497915,0.586560,0.84
softmax,top30,8,40,,,,,2,10.948131,51.15,20.899919,0.598863,0.98
softmax,top30,8,40,,,,,3,10.829416,52.29,20.290536,0.570127,1.42
softmax,top30,8,40,,,,,4,9.389438,53.04,19.307959,0.561018,2.61
softmax,top30,8,40,,,,,5,8.724567,54.52,18.664350,1.002563,3.14
softmax,top30,8,40,,,,,6,8.516053,54.29,18.006446,0.747567,4.00
softmax,top30,8,40,,,,,7,7.528640,56.60,17.926365,0.916470,3.86
softmax,top30,8,40,,,,,8,6.859011,59.11,17.500218,1.097338,5.24
softmax,top30,8,40,,,,,9,6.052480,60.36,17.164697,1.492163,7.52
softmax,top30,8,40,,,,,10,5.007872,63.30,16.872132,1.457138,5.89
softmax,top30,8,40,,,,,11,3.852401,66.28,16.547665,1.363725,6.08
softmax,top30,8,40,,,,,12,3.364225,68.74,16.308977,1.236753,6.76
softmax,top30,8,40,,,,,13,2.749926,71.21,16.195690,1.135927,6.18
softmax,top30,8,40,,,,,14,2.131364,71.90,16.018683,1.029907,6.04
softmax,top30,8,40,,,,,15,1.694298,74.60,16.179228,1.056275,5.59
softmax,top30,8,40,,,,,16,1.448558,74.83,15.852788,0.849928,4.49
softmax,top30,8,40,,,,,17,0.962413,76.07,16.073608,0.691194,5.14
softmax,top30,8,40,,,,,18,0.779046,77.16,16.222318,0.506243,3.75
softmax,top30,8,40,,,,,19,0.628250,77.46,16.546089,0.454476,4.33
softmax,top30,8,40,,,,,20,0.453214,78.67,17.197160,0.423430,4.12
softmax,top30,8,40,,,,,21,0.316275,77.82,17.088017,0.294140,4.43
softmax,top30,8,40,,,,,22,0.231862,77.88,17.043797,0.203131,4.80
softmax,top30,8,40,,,,,23,0.144933,76.83,16.601219,0.140794,5.12
softmax,top30,8,40,,,,,24,0.120711,77.26,16.530509,0.117730,5.66
softmax,top30,8,40,,,,,25,0.075453,76.72,16.441347,0.089074,5.89
softmax,top30,8,40,,,,,26,0.060876,75.76,16.322059,0.092429,5.93
softmax,top30,8,40,,,,,27,0.036317,75.54,16.316266,0.054257,5.26
softmax,top30,8,40,,,,,28,0.040607,76.20,16.606968,0.071968,6.10
softmax,top30,8,40,,,,,29,0.036050,76.97,16.834414,0.065363,6.26
softmax,top30,8,40,,,,,30,0.029487,76.74,17.244330,0.056171,6.38
softmax,top30,8,40,,,,,31,0.028990,77.10,17.378646,0.056301,6.29
softmax,top30,8,40,,,,,32,0.024421,77.39,17.625079,0.047145,7.24
softmax,top30,8,40,,,,,33,0.021454,77.56,17.886853,0.041744,6.83
softmax,top30,8,40,,,,,34,0.014841,77.14,18.051272,0.028632,7.00
softmax,top30,8,40,,,,,35,0.015407,76.63,18.246182,0.029861,6.84
softmax,top30,8,40,,,,,36,0.011486,76.33,18.524719,0.022064,6.78
softmax,top30,8,40,,,,,37,0.008456,77.14,18.427900,0.016040,6.16
softmax,top30,8,40,,,,,38,0.006338,77.17,18.650136,0.011822,6.60
softmax,top30,8,40,,,,,39,0.004912,76.88,18.729453,0.008998,6.27
softmax,top30,8,40,,,,,40,0.003705,76.93,18.777591,0.006600,6.63
softmax,top30,8,40,,,,,41,0.002274,76.45,18.931392,0.003749,6.72
softmax,top30,8,40,,,,,42,0.001551,76.89,19.164557,0.002315,6.58
softmax,top30,8,40,,,,,43,0.001058,77.63,19.429196,0.001338,7.65
softmax,top30,8,40,,,,,44,0.000927,77.26,19.657696,0.001084,7.14
softmax,top30,8,40,,,,,45,0.000724,77.52,19.744068,0.000685,6.57
softmax,top30,8,40,,,,,46,0.000635,77.73,19.749569,0.000510,6.00
softmax,top30,8,40,,,,,47,0.000560,78.12,19.965259,0.000364,6.00
softmax,top30,8,40,,,,,48,0.000523,77.08,20.061961,0.000294,6.04
softmax,top30,8,40,,,,,49,0.000500,77.78,20.087067,0.000252,4.90
softmax,top30,8,40,,,,,50,0.000466,77.64,20.235243,0.000187,5.13
softmax,top30,8,40,,,,,51,0.000444,77.57,20.376505,0.000145,4.64
softmax,top30,8,40,,,,,52,0.000432,77.65,20.524325,0.000124,5.23
softmax,top30,8,40,,,,,53,0.000420,77.44,20.542038,0.000102,4.94
softmax,top30,8,40,,,,,54,0.000413,77.64,20.578917,0.000089,5.12
softmax,top30,8,40,,,,,55,0.000406,77.06,20.663185,0.000076,4.72
softmax,top30,8,40,,,,,56,0.000399,76.77,20.603590,0.000063,4.31
softmax,top30,8,40,,,,,57,0.000396,76.16,20.636499,0.000058,4.39
softmax,top30,8,40,,,,,58,0.000392,76.60,20.704476,0.000050,4.48
softmax,top30,8,40,,,,,59,0.000388,76.47,20.720416,0.000043,4.79
softmax,top30,8,40,,,,,60,0.000385,76.13,20.789208,0.000038,4.09
softmax,top30,8,40,,,,,61,0.000381,75.49,20.655103,0.000031,4.77
softmax,top30,8,40,,,,,62,0.000379,75.83,20.670617,0.000028,4.67
softmax,top30,8,40,,,,,63,0.000378,75.87,20.708778,0.000025,4.23
softmax,top30,8,40,,,,,64,0.000376,75.37,20.603793,0.000021,3.98
softmax,top30,8,40,,,,,65,0.000374,75.66,20.655113,0.000019,4.57
softmax,top30,8,40,,,,,66,0.000373,75.60,20.690135,0.000017,4.88
softmax,top30,8,40,,,,,67,0.000372,76.05,20.700446,0.000015,4.84
softmax,top30,8,40,,,,,68,0.000371,75.85,20.545955,0.000014,5.01
softmax,top30,8,40,,,,,69,0.000370,75.74,20.466318,0.000012,5.34
softmax,top30,8,40,,,,,70,0.000370,75.95,20.487539,0.000011,6.16
softmax,top30,8,40,,,,,71,0.000369,75.79,20.359525,0.000010,5.34
softmax,top30,8,40,,,,,72,0.000368,75.63,20.474978,0.000009,5.85
softmax,top30,8,40,,,,,73,0.000368,76.46,20.419801,0.000008,6.38
softmax,top30,8,40,,,,,74,0.000367,76.19,20.541272,0.000007,6.54
softmax,top30,8,40,,,,,75,0.000367,76.04,20.475872,0.000007,6.77
softmax,top30,8,40,,,,,76,0.000367,76.43,20.455584,0.000006,5.77
softmax,top30,8,40,,,,,77,0.000366,76.02,20.481033,0.000006,6.36
softmax,top30,8,40,,,,,78,0.000366,75.95,20.523777,0.000005,6.49
softmax,top30,8,40,,,,,79,0.000366,76.12,20.559866,0.000004,6.42
softmax,top30,8,40,,,,,80,0.000365,76.11,20.481492,0.000004,6.27
softmax,top30,8,40,,,,,81,0.000365,76.01,20.440507,0.000004,6.15
softmax,top30,8,40,,,,,82,0.000365,75.70,20.456101,0.000003,6.19
softmax,top30,8,40,,,,,83,0.000365,75.73,20.458085,0.000003,6.87
softmax,top30,8,40,,,,,84,0.000365,76.10,20.543024,0.000003,6.63
softmax,top30,8,40,,,,,85,0.000365,76.39,20.582758,0.000003,6.84
softmax,top30,8,40,,,,,86,0.000364,75.76,20.557620,0.000002,7.32
softmax,top30,8,40,,,,,87,0.000364,76.27,20.575333,0.000002,7.83
softmax,top30,8,40,,,,,88,0.000364,76.15,20.571651,0.000002,7.89
softmax,top30,8,40,,,,,89,0.000364,75.95,20.661041,0.000002,7.13
softmax,top30,8,40,,,,,90,0.000364,75.89,20.634324,0.000002,7.62
softmax,top30,8,40,,,,,91,0.000364,76.01,20.662647,0.000001,7.28
softmax,top30,8,40,,,,,92,0.000364,75.09,20.586009,0.000001,7.21
softmax,top30,8,40,,,,,93,0.000364,74.96,20.677986,0.000001,7.40
softmax,top30,8,40,,,,,94,0.000364,74.94,20.614356,0.000001,7.76
softmax,top30,8,40,,,,,95,0.000364,75.39,20.626226,0.000001,7.27
softmax,top30,8,40,,,,,96,0.000364,75.39,20.645706,0.000001,7.29
softmax,top30,8,40,,,,,97,0.000364,75.20,20.622555,0.000001,6.93
softmax,top30,8,40,,,,,98,0.000364,75.57,20.583655,0.000001,7.87
softmax,top30,8,40,,,,,99,0.000364,75.24,20.539568,0.000001,7.63
softmax,top30,8,40,,,,,100,0.000364,75.31,20.578200,0.000001,7.93
softmax,top70,1,5,,,,,1,1.454442,50.81,22.314338,0.058532,2.17
softmax,top70,1,5,,,,,2,1.197992,52.10,21.901992,0.112826,1.43
softmax,top70,1,5,,,,,3,1.005349,52.51,21.960526,0.130557,1.03
softmax,top70,1,5,,,,,4,0.808064,51.96,22.230362,0.241150,3.60
softmax,top70,1,5,,,,,5,0.486143,54.49,22.561107,0.133881,3.45
softmax,top70,1,5,,,,,6,0.299773,55.15,22.584049,0.074786,4.38
softmax,top70,1,5,,,,,7,0.206322,54.88,23.062554,0.073580,3.72
softmax,top70,1,5,,,,,8,0.107416,56.74,23.807675,0.107245,5.50
softmax,top70,1,5,,,,,9,0.046646,56.68,24.191078,0.041782,5.67
softmax,top70,1,5,,,,,10,0.021577,56.69,24.444913,0.017907,5.77
softmax,top70,1,5,,,,,11,0.008747,58.03,24.830513,0.013587,5.08
softmax,top70,1,5,,,,,12,0.002885,57.02,25.483637,0.005396,5.30
softmax,top70,1,5,,,,,13,0.000473,56.97,25.285607,0.000759,6.60
softmax,top70,1,5,,,,,14,0.000069,58.12,25.459040,0.000034,7.82
softmax,top70,1,5,,,,,15,0.000060,57.95,25.683293,0.000021,6.41
softmax,top70,1,5,,,,,16,0.000153,58.56,26.087738,0.000212,6.17
softmax,top70,1,5,,,,,17,0.000047,58.12,26.468789,0.000001,7.16
softmax,top70,1,5,,,,,18,0.000046,58.85,26.607317,0.000001,6.92
softmax,top70,1,5,,,,,19,0.000046,58.24,26.358956,0.000001,7.48
softmax,top70,1,5,,,,,20,0.000046,58.34,26.678956,0.000000,7.02
softmax,top70,1,5,,,,,21,0.000046,58.23,26.834871,0.000000,6.17
softmax,top70,1,5,,,,,22,0.000046,59.19,26.839897,0.000000,6.82
softmax,top70,1,5,,,,,23,0.000046,57.57,26.868073,0.000000,6.25
softmax,top70,1,5,,,,,24,0.000045,58.34,26.895042,0.000000,7.26
softmax,top70,1,5,,,,,25,0.000045,58.53,26.806987,0.000000,7.16
softmax,top70,1,5,,,,,26,0.000045,58.64,26.828419,0.000000,7.10
softmax,top70,1,5,,,,,27,0.000045,58.13,26.956522,0.000000,6.56
softmax,top70,1,5,,,,,28,0.000045,56.57,27.190261,0.000000,7.66
softmax,top70,1,5,,,,,29,0.000045,57.78,27.159817,0.000000,8.15
softmax,top70,1,5,,,,,30,0.000045,56.76,27.442762,0.000000,9.29
softmax,top70,1,5,,,,,31,0.000045,56.08,27.438430,0.000000,8.92
softmax,top70,1,5,,,,,32,0.000045,54.49,27.643246,0.000000,9.39
softmax,top70,1,5,,,,,33,0.000045,55.19,27.551124,0.000000,9.47
softmax,top70,1,5,,,,,34,0.000045,55.62,27.746086,0.000000,9.37
softmax,top70,1,5,,,,,35,0.000045,55.43,27.866947,0.000000,7.83
softmax,top70,1,5,,,,,36,0.000045,55.69,27.740432,0.000000,8.97
softmax,top70,1,5,,,,,37,0.000045,55.87,27.917714,0.000000,8.83
softmax,top70,1,5,,,,,38,0.000045,55.54,27.886111,0.000000,9.46
softmax,top70,1,5,,,,,39,0.000045,56.32,27.845411,0.000000,10.63
softmax,top70,1,5,,,,,40,0.000045,55.72,28.104688,0.000000,10.78
softmax,top70,1,5,,,,,41,0.000045,56.55,28.032259,0.000000,11.89
softmax,top70,1,5,,,,,42,0.000045,54.32,27.971966,0.000000,12.14
softmax,top70,1,5,,,,,43,0.000045,54.62,27.876881,0.000000,11.35
softmax,top70,1,5,,,,,44,0.000045,54.40,27.611179,0.000000,12.79
softmax,top70,1,5,,,,,45,0.000045,53.72,27.551800,0.000000,13.82
softmax,top70,1,5,,,,,46,0.000045,54.36,27.564293,0.000000,13.12
softmax,top70,1,5,,,,,47,0.000045,55.98,27.447993,0.000000,13.36
softmax,top70,1,5,,,,,48,0.000045,55.60,27.763628,0.000000,13.44
softmax,top70,1,5,,,,,49,0.000045,55.13,27.732732,0.000000,14.09
softmax,top70,1,5,,,,,50,0.000045,55.29,27.829107,0.000000,14.02
softmax,top70,1,5,,,,,51,0.000045,55.52,28.061402,0.000000,14.61
softmax,top70,1,5,,,,,52,0.000045,54.84,28.113048,0.000000,13.59
softmax,top70,1,5,,,,,53,0.000045,55.33,28.037135,0.000000,13.79
softmax,top70,1,5,,,,,54,0.000045,56.17,27.968949,0.000000,13.71
softmax,top70,1,5,,,,,55,0.000045,56.04,28.062859,0.000000,14.33
softmax,top70,1,5,,,,,56,0.000045,55.46,28.116452,0.000000,13.66
softmax,top70,1,5,,,,,57,0.000045,55.06,28.110410,0.000000,12.61
softmax,top70,1,5,,,,,58,0.000045,55.14,28.428365,0.000000,13.90
softmax,top70,1,5,,,,,59,0.000045,55.09,28.319865,0.000000,13.32
softmax,top70,1,5,,,,,60,0.000045,55.41,28.409768,0.000000,13.70
softmax,top70,1,5,,,,,61,0.000045,57.36,28.217501,0.000000,13.06
softmax,top70,1,5,,,,,62,0.000045,56.53,28.135044,0.000000,13.32
softmax,top70,1,5,,,,,63,0.000045,56.20,28.101508,0.000000,13.81
softmax,top70,1,5,,,,,64,0.000045,56.44,28.226742,0.000000,14.15
softmax,top70,1,5,,,,,65,0.000045,56.49,28.260791,0.000000,13.29
softmax,top70,1,5,,,,,66,0.000045,56.48,28.555722,0.000000,12.89
softmax,top70,1,5,,,,,67,0.000045,57.65,28.666451,0.000000,12.83
softmax,top70,1,5,,,,,68,0.000045,56.99,28.775005,0.000000,13.34
softmax,top70,1,5,,,,,69,0.000045,57.03,28.827602,0.000000,12.91
softmax,top70,1,5,,,,,70,0.000045,56.50,28.691098,0.000000,12.73
softmax,top70,1,5,,,,,71,0.000045,56.81,28.634709,0.000000,12.77
softmax,top70,1,5,,,,,72,0.000045,56.67,28.909708,0.000000,13.86
softmax,top70,1,5,,,,,73,0.000045,56.94,29.009635,0.000000,13.39
softmax,top70,1,5,,,,,74,0.000045,56.31,29.025621,0.000000,13.33
softmax,top70,1,5,,,,,75,0.000045,55.38,29.145182,0.000000,13.48
softmax,top70,1,5,,,,,76,0.000045,56.01,29.044084,0.000000,14.03
softmax,top70,1,5,,,,,77,0.000045,55.47,29.084337,0.000000,14.45
softmax,top70,1,5,,,,,78,0.000045,55.80,29.202678,0.000000,13.53
softmax,top70,1,5,,,,,79,0.000045,56.80,29.162299,0.000000,13.79
softmax,top70,1,5,,,,,80,0.000045,56.80,29.172075,0.000000,13.37
softmax,top70,1,5,,,,,81,0.000045,56.32,29.189725,0.000000,13.21
softmax,top70,1,5,,,,,82,0.000045,56.90,29.034554,0.000000,13.88
softmax,top70,1,5,,,,,83,0.000045,56.58,29.169447,0.000000,14.65
softmax,top70,1,5,,,,,84,0.000045,57.65,29.069523,0.000000,14.20
softmax,top70,1,5,,,,,85,0.000045,56.97,28.999134,0.000000,14.29
softmax,top70,1,5,,,,,86,0.000045,57.34,29.008765,0.000000,14.05
softmax,top70,1,5,,,,,87,0.000045,57.52,28.993579,0.000000,15.08
softmax,top70,1,5,,,,,88,0.000045,57.32,28.989230,0.000000,14.68
softmax,top70,1,5,,,,,89,0.000045,57.45,28.938899,0.000000,13.93
softmax,top70,1,5,,,,,90,0.000045,57.03,28.952641,0.000000,14.49
softmax,top70,1,5,,,,,91,0.000045,57.36,28.914738,0.000000,14.43
softmax,top70,1,5,,,,,92,0.000045,57.00,28.794106,0.000000,14.80
softmax,top70,1,5,,,,,93,0.000045,56.95,28.640331,0.000000,14.67
softmax,top70,1,5,,,,,94,0.000045,56.39,28.447295,0.000000,14.64
softmax,top70,1,5,,,,,95,0.000045,56.47,28.629023,0.000000,13.89
softmax,top70,1,5,,,,,96,0.000045,56.76,28.649114,0.000000,14.03
softmax,top70,1,5,,,,,97,0.000045,57.13,28.688447,0.000000,14.20
softmax,top70,1,5,,,,,98,0.000045,57.34,28.720269,0.000000,14.01
softmax,top70,1,5,,,,,99,0.000045,56.75,28.807362,0.000000,13.96
softmax,top70,1,5,,,,,100,0.000045,56.26,28.711120,0.000000,13.81
softmax,top70,2,10,,,,,1,3.103536,49.73,22.896101,0.080051,1.16
softmax,top70,2,10,,,,,2,2.672759,52.54,21.609474,0.374566,2.27
softmax,top70,2,10,,,,,3,2.381590,50.82,21.007497,0.336277,1.88
softmax,top70,2,10,,,,,4,1.942552,52.16,21.084530,0.305906,1.27
softmax,top70,2,10,,,,,5,1.621671,53.13,21.915024,0.257672,1.55
softmax,top70,2,10,,,,,6,1.405105,54.31,22.122022,0.403468,1.54
softmax,top70,2,10,,,,,7,1.105292,56.62,22.145829,0.420919,2.27
softmax,top70,2,10,,,,,8,0.902569,57.71,21.337449,0.370366,1.89
softmax,top70,2,10,,,,,9,0.555896,58.27,21.133920,0.464363,2.85
softmax,top70,2,10,,,,,10,0.346225,58.84,21.620639,0.390796,2.88
softmax,top70,2,10,,,,,11,0.315503,59.15,22.051467,0.413989,3.41
softmax,top70,2,10,,,,,12,0.165628,58.55,21.733690,0.262040,2.83
softmax,top70,2,10,,,,,13,0.144463,58.33,23.403535,0.239104,3.16
softmax,top70,2,10,,,,,14,0.132747,58.92,23.833915,0.249933,3.24
softmax,top70,2,10,,,,,15,0.095326,59.57,24.064698,0.189006,4.22
softmax,top70,2,10,,,,,16,0.111539,58.17,24.315721,0.222688,3.79
softmax,top70,2,10,,,,,17,0.083660,57.30,24.804780,0.166861,2.85
softmax,top70,2,10,,,,,18,0.059134,57.42,25.280625,0.117962,3.76
softmax,top70,2,10,,,,,19,0.041754,57.39,25.618696,0.083306,4.17
softmax,top70,2,10,,,,,20,0.017651,57.65,26.101627,0.035108,3.58
softmax,top70,2,10,,,,,21,0.010648,58.17,25.912148,0.021038,4.06
softmax,top70,2,10,,,,,22,0.003635,58.92,26.278234,0.007083,4.24
softmax,top70,2,10,,,,,23,0.002281,58.24,26.725145,0.004378,5.57
softmax,top70,2,10,,,,,24,0.003122,59.28,26.726425,0.006059,4.65
softmax,top70,2,10,,,,,25,0.000399,58.41,27.062992,0.000615,4.92
softmax,top70,2,10,,,,,26,0.000219,58.01,27.275088,0.000255,4.96
softmax,top70,2,10,,,,,27,0.000184,58.09,27.569078,0.000186,6.08
softmax,top70,2,10,,,,,28,0.000142,58.78,27.495878,0.000102,6.22
softmax,top70,2,10,,,,,29,0.000140,59.31,27.701490,0.000097,5.41
softmax,top70,2,10,,,,,30,0.000123,59.31,27.936258,0.000065,4.96
softmax,top70,2,10,,,,,31,0.000109,59.51,27.887678,0.000036,5.82
softmax,top70,2,10,,,,,32,0.000107,60.19,28.030742,0.000033,5.18
softmax,top70,2,10,,,,,33,0.000104,60.01,27.876616,0.000027,5.65
softmax,top70,2,10,,,,,34,0.000101,59.44,28.105092,0.000019,5.46
softmax,top70,2,10,,,,,35,0.000098,60.21,28.275862,0.000014,5.14
softmax,top70,2,10,,,,,36,0.000097,59.92,28.271498,0.000012,5.27
softmax,top70,2,10,,,,,37,0.000096,60.09,28.552935,0.000011,5.92
softmax,top70,2,10,,,,,38,0.000095,60.90,28.597830,0.000009,6.68
softmax,top70,2,10,,,,,39,0.000096,59.91,28.648713,0.000011,6.24
softmax,top70,2,10,,,,,40,0.000094,60.20,28.662927,0.000006,6.68
softmax,top70,2,10,,,,,41,0.000093,59.44,28.750068,0.000005,7.23
softmax,top70,2,10,,,,,42,0.000093,59.26,28.741847,0.000004,6.48
softmax,top70,2,10,,,,,43,0.000093,59.41,28.957153,0.000004,7.11
softmax,top70,2,10,,,,,44,0.000092,59.24,28.952504,0.000003,7.43
softmax,top70,2,10,,,,,45,0.000092,60.51,29.072251,0.000003,7.89
softmax,top70,2,10,,,,,46,0.000092,59.76,29.033510,0.000002,8.05
softmax,top70,2,10,,,,,47,0.000092,60.31,28.959196,0.000002,7.79
softmax,top70,2,10,,,,,48,0.000092,59.58,28.987698,0.000002,8.42
softmax,top70,2,10,,,,,49,0.000091,58.83,28.974596,0.000001,8.40
softmax,top70,2,10,,,,,50,0.000091,58.89,28.912366,0.000001,8.79
softmax,top70,2,10,,,,,51,0.000091,59.31,28.840065,0.000001,8.32
softmax,top70,2,10,,,,,52,0.000091,58.67,28.940564,0.000001,8.58
softmax,top70,2,10,,,,,53,0.000091,58.15,29.041267,0.000001,8.29
softmax,top70,2,10,,,,,54,0.000091,58.78,29.003306,0.000001,8.28
softmax,top70,2,10,,,,,55,0.000091,58.22,29.073587,0.000001,8.73
softmax,top70,2,10,,,,,56,0.000091,58.14,29.025775,0.000001,8.45
softmax,top70,2,10,,,,,57,0.000091,57.90,29.186752,0.000000,9.11
softmax,top70,2,10,,,,,58,0.000091,57.73,29.167412,0.000000,10.01
softmax,top70,2,10,,,,,59,0.000091,57.64,29.234930,0.000000,9.30
softmax,top70,2,10,,,,,60,0.000091,59.03,29.266753,0.000000,9.44
softmax,top70,2,10,,,,,61,0.000091,59.10,29.385202,0.000000,10.24
softmax,top70,2,10,,,,,62,0.000091,59.26,29.358364,0.000000,10.28
softmax,top70,2,10,,,,,63,0.000091,57.61,29.349566,0.000000,10.67
softmax,top70,2,10,,,,,64,0.000091,57.69,29.390677,0.000000,11.64
softmax,top70,2,10,,,,,65,0.000091,57.79,29.453247,0.000000,11.43
softmax,top70,2,10,,,,,66,0.000091,57.58,29.485223,0.000000,11.29
softmax,top70,2,10,,,,,67,0.000091,56.57,29.457249,0.000000,11.34
softmax,top70,2,10,,,,,68,0.000091,57.26,29.496746,0.000000,11.67
softmax,top70,2,10,,,,,69,0.000091,57.42,29.545451,0.000000,11.49
softmax,top70,2,10,,,,,70,0.000091,57.14,29.488003,0.000000,11.34
softmax,top70,2,10,,,,,71,0.000091,56.96,29.458180,0.000000,11.27
softmax,top70,2,10,,,,,72,0.000091,57.70,29.449265,0.000000,11.65
softmax,top70,2,10,,,,,73,0.000091,58.45,29.438514,0.000000,11.88
softmax,top70,2,10,,,,,74,0.000091,57.56,29.447523,0.000000,11.84
softmax,top70,2,10,,,,,75,0.000091,58.38,29.492000,0.000000,11.99
softmax,top70,2,10,,,,,76,0.000091,58.42,29.444445,0.000000,11.88
softmax,top70,2,10,,,,,77,0.000091,57.59,29.428121,0.000000,11.98
softmax,top70,2,10,,,,,78,0.000091,58.19,29.507496,0.000000,12.19
softmax,top70,2,10,,,,,79,0.000091,58.19,29.437537,0.000000,12.23
softmax,top70,2,10,,,,,80,0.000091,57.98,29.470776,0.000000,12.17
softmax,top70,2,10,,,,,81,0.000091,58.56,29.482678,0.000000,12.16
softmax,top70,2,10,,,,,82,0.000091,58.26,29.451226,0.000000,12.37
softmax,top70,2,10,,,,,83,0.000091,57.77,29.526239,0.000000,12.49
softmax,top70,2,10,,,,,84,0.000091,58.14,29.469000,0.000000,12.54
softmax,top70,2,10,,,,,85,0.000091,57.54,29.500926,0.000000,12.33
softmax,top70,2,10,,,,,86,0.000091,57.86,29.546450,0.000000,11.63
softmax,top70,2,10,,,,,87,0.000091,57.28,29.547722,0.000000,10.76
softmax,top70,2,10,,,,,88,0.000091,56.45,29.588777,0.000000,11.87
softmax,top70,2,10,,,,,89,0.000091,57.45,29.564010,0.000000,11.79
softmax,top70,2,10,,,,,90,0.000091,56.86,29.590351,0.000000,11.26
softmax,top70,2,10,,,,,91,0.000091,57.03,29.540661,0.000000,11.44
softmax,top70,2,10,,,,,92,0.000091,56.91,29.528204,0.000000,11.26
softmax,top70,2,10,,,,,93,0.000091,57.01,29.553414,0.000000,11.30
softmax,top70,2,10,,,,,94,0.000091,56.87,29.493332,0.000000,11.27
softmax,top70,2,10,,,,,95,0.000091,57.73,29.469428,0.000000,11.13
softmax,top70,2,10,,,,,96,0.000091,57.76,29.477937,0.000000,10.73
softmax,top70,2,10,,,,,97,0.000091,57.93,29.521977,0.000000,10.84
softmax,top70,2,10,,,,,98,0.000091,58.55,29.510938,0.000000,10.89
softmax,top70,2,10,,,,,99,0.000091,58.56,29.491326,0.000000,11.16
softmax,top70,2,10,,,,,100,0.000091,58.40,29.456582,0.000000,10.23
softmax,top70,4,20,,,,,1,6.281155,49.96,22.397082,0.575276,1.17
softmax,top70,4,20,,,,,2,5.175203,51.17,22.070019,0.285675,2.36
softmax,top70,4,20,,,,,3,5.037024,50.25,21.319931,0.379980,1.76
softmax,top70,4,20,,,,,4,5.139769,50.73,21.159820,0.386917,1.54
softmax,top70,4,20,,,,,5,4.495312,51.36,21.308519,0.340249,1.84
softmax,top70,4,20,,,,,6,4.084009,52.36,21.349820,0.522934,2.32
softmax,top70,4,20,,,,,7,3.839872,52.67,21.324159,0.556042,2.31
softmax,top70,4,20,,,,,8,3.670851,54.28,21.412444,0.725830,2.37
softmax,top70,4,20,,,,,9,2.909537,55.96,21.391011,0.639573,2.90
softmax,top70,4,20,,,,,10,2.757693,57.18,20.546679,0.766833,2.87
softmax,top70,4,20,,,,,11,2.020723,59.15,20.775757,0.646238,2.54
softmax,top70,4,20,,,,,12,1.803496,60.20,20.462067,0.610638,2.66
softmax,top70,4,20,,,,,13,1.406629,60.18,20.259536,0.600159,3.48
softmax,top70,4,20,,,,,14,0.852343,60.53,20.920361,0.337706,2.33
softmax,top70,4,20,,,,,15,0.704727,60.59,21.402753,0.352581,2.35
softmax,top70,4,20,,,,,16,0.578690,60.04,21.926067,0.340066,2.49
softmax,top70,4,20,,,,,17,0.350047,60.92,22.303883,0.235238,2.55
softmax,top70,4,20,,,,,18,0.293730,60.39,22.649759,0.228327,3.39
softmax,top70,4,20,,,,,19,0.196744,61.66,22.797292,0.164907,2.76
softmax,top70,4,20,,,,,20,0.130406,60.27,22.925595,0.104953,4.20
softmax,top70,4,20,,,,,21,0.058576,61.69,23.332139,0.048233,3.94
softmax,top70,4,20,,,,,22,0.036262,60.66,23.647955,0.034453,4.68
softmax,top70,4,20,,,,,23,0.024326,61.35,23.603950,0.021456,4.06
softmax,top70,4,20,,,,,24,0.011799,61.99,23.949482,0.011970,4.88
softmax,top70,4,20,,,,,25,0.005815,62.70,23.879931,0.005496,5.09
softmax,top70,4,20,,,,,26,0.003890,62.26,23.999955,0.004138,4.67
softmax,top70,4,20,,,,,27,0.001811,61.99,23.976743,0.002008,5.56
softmax,top70,4,20,,,,,28,0.001505,62.42,23.901171,0.001662,6.05
softmax,top70,4,20,,,,,29,0.001197,61.83,23.737357,0.001434,7.69
softmax,top70,4,20,,,,,30,0.000611,62.11,23.724917,0.000514,7.61
softmax,top70,4,20,,,,,31,0.000355,61.70,23.998467,0.000199,8.14
softmax,top70,4,20,,,,,32,0.000480,60.98,24.091230,0.000496,8.42
softmax,top70,4,20,,,,,33,0.000287,60.91,24.219234,0.000121,8.28
softmax,top70,4,20,,,,,34,0.000247,61.46,24.201519,0.000082,8.79
